"dex_number","name","jp_name","en_name","form_name","height","weight","type_1","type_2","body","catch_rate","specie","ability_1","ability_2","ability_hidden","ev_hp","ev_attack","ev_defence","ev_special_attack","ev_special_defence","ev_speed","exp_yield","exp_yield_gen_5","exp_lv_100","egg_group_1","egg_group_2","egg_cycle","hp","attack","defence","special_attack","special_defence","speed"
800,"奈克洛兹玛","ネクロズマ","Necrozma","拂晓之翼","4.2","350.0","PSYCHIC","GHOST","DUAL_WINGS","255","棱镜","棱镜装甲","","",0,1,0,2,0,0,"120","",1250000,"UNDISCOVERED","","120",97,107,101,127,89,79,"800#奈克洛兹玛#拂晓之翼#"
800,"奈克洛兹玛","ネクロズマ","Necrozma","究极奈克洛兹玛","7.5","230.0","PSYCHIC","DRAGON","MULTI_WINGS","255","棱镜","脑核之力","","",0,1,0,2,0,0,"120","",1250000,"UNDISCOVERED","","120",97,107,101,127,89,79,"800#奈克洛兹玛#究极奈克洛兹玛#"
801,"玛机雅娜","マギアナ","Magearna","现在的颜色","1.0","80.5","STEEL","FAIRY","HUMAN","3","人造","魂心","","",0,0,0,3,0,0,"120","",1250000,"UNDISCOVERED","","120",80,95,115,130,115,65,"801#玛机雅娜#现在的颜色#"
801,"玛机雅娜","マギアナ","Magearna","５００年前的颜色","1.0","80.5","STEEL","FAIRY","HUMAN","3","人造","魂心","","",0,0,0,3,0,0,"120","",1250000,"UNDISCOVERED","","120",80,95,115,130,115,65,"801#玛机雅娜#５００年前的颜色#"
802,"玛夏多","マーシャドー","Marshadow","","0.7","22.2","FIGHT","GHOST","HUMAN","3","栖影","技术高手","","",0,2,0,0,0,1,"120","",1250000,"UNDISCOVERED","","120",90,125,80,90,90,125,"802#玛夏多#"
803,"毒贝比","ベベノム","Poipole","","0.6","1.8","POISON","","DUAL_FOOTS_MONSTER","45","毒针","异兽提升","","",0,0,0,0,0,1,"189","",1250000,"UNDISCOVERED","","120",67,73,67,73,67,73,"803#毒贝比#"
804,"四颚针龙","アーゴヨン","Naganadel","","3.6","150.0","POISON","DRAGON","DUAL_WINGS","45","毒针","异兽提升","","",0,0,0,3,0,0,"243","",1250000,"UNDISCOVERED","","120",73,73,73,127,73,121,"804#四颚针龙#"
805,"垒磊石","ツンデツンデ","Stakataka","","5.5","820.0","ROCK","STEEL","QUADRUPLE_FOOTS_MONSTER","30","石墙","异兽提升","","",0,0,3,0,0,0,"257","",1250000,"UNDISCOVERED","","120",61,131,211,53,101,13,"805#垒磊石#"
806,"砰头小丑","ズガドーン","Blacephalon","","1.8","13.0","FIRE","GHOST","HUMAN","30","烟火","异兽提升","","",0,0,0,3,0,0,"257","",1250000,"UNDISCOVERED","","120",53,127,53,151,79,107,"806#砰头小丑#"
807,"捷拉奥拉","ゼラオラ","Zeraora","","1.5","44.5","ELECTRIC","","HUMAN","3","奔雷","蓄电","","",0,0,0,0,0,3,"270","",1250000,"UNDISCOVERED","","120",88,112,75,102,80,143,"807#捷拉奥拉#"
808,"美录坦","メルタン","Meltan","","0.2","8.0","STEEL","","BALL","3","螺帽","磁力","","",0,1,0,0,0,0,"135","",1250000,"UNDISCOVERED","","120",46,65,65,55,35,34,"808#美录坦#"
809,"美录梅塔","メルメタル","Melmetal","美录梅塔","2.5","800.0","STEEL","","HUMAN","3","螺帽","铁拳","","",0,3,0,0,0,0,"270","",1250000,"UNDISCOVERED","","120",135,143,143,80,65,34,"809#美录梅塔#美录梅塔#"
809,"美录梅塔","メルメタル","Melmetal","超极巨化的样子","25.0~??.?","???.?","STEEL","","HUMAN","3","螺帽","铁拳","","",0,3,0,0,0,0,"270","",1250000,"UNDISCOVERED","","120",135,143,143,80,65,34,"809#美录梅塔#超极巨化的样子#"
810,"敲音猴","サルノリ","Grookey","","0.3","5.0","GRASS","","DUAL_FOOTS_MONSTER","45","小猴","茂盛","","青草制造者",0,1,0,0,0,0,"62","",1059860,"FIELD","GRASS","20",50,65,50,40,40,65,"810#敲音猴#"
811,"啪咚猴","バチンキー","Thwackey","","0.7","14.0","GRASS","","DUAL_FOOTS_MONSTER","45","节拍","茂盛","","青草制造者",0,2,0,0,0,0,"147","",1059860,"FIELD","GRASS","20",70,85,70,55,60,80,"811#啪咚猴#"
812,"轰擂金刚猩","ゴリランダー","Rillaboom","轰擂金刚猩","2.1","90.0","GRASS","","HUMAN","45","鼓手","茂盛","","青草制造者",0,3,0,0,0,0,"265","",1059860,"FIELD","GRASS","20",100,125,90,60,70,85,"812#轰擂金刚猩#轰擂金刚猩#"
812,"轰擂金刚猩","ゴリランダー","Rillaboom","超极巨化的样子","28.0~??.?","???.?","GRASS","","HUMAN","45","鼓手","茂盛","","青草制造者",0,3,0,0,0,0,"265","",1059860,"FIELD","GRASS","20",100,125,90,60,70,85,"812#轰擂金刚猩#超极巨化的样子#"
813,"炎兔儿","ヒバニー","Scorbunny","","0.3","4.5","FIRE","","DUAL_FOOTS_MONSTER","45","兔子","猛火","","自由者",0,0,0,0,0,1,"62","",1059860,"FIELD","HUMAN_LIKE","20",50,71,40,40,40,69,"813#炎兔儿#"
814,"腾蹴小将","ラビフット","Raboot","","0.6","9.0","FIRE","","DUAL_FOOTS_MONSTER","45","兔子","猛火","","自由者",0,0,0,0,0,2,"147","",1059860,"FIELD","HUMAN_LIKE","20",65,86,60,55,60,94,"814#腾蹴小将#"
815,"闪焰王牌","エースバーン","Cinderace","闪焰王牌","1.4","33.0","FIRE","","DUAL_FOOTS_MONSTER","45","前锋","猛火","","自由者",0,0,0,0,0,3,"265","",1059860,"FIELD","HUMAN_LIKE","20",80,116,75,65,75,119,"815#闪焰王牌#闪焰王牌#"
815,"闪焰王牌","エースバーン","Cinderace","超极巨化的样子","27.0~??.?","???.?","FIRE","","DUAL_FOOTS_MONSTER","45","前锋","猛火","","自由者",0,0,0,0,0,3,"265","",1059860,"FIELD","HUMAN_LIKE","20",80,116,75,65,75,119,"815#闪焰王牌#超极巨化的样子#"
816,"泪眼蜥","メッソン","Sobble","","0.3","4.0","WATER","","QUADRUPLE_FOOTS_MONSTER","45","水蜥","激流","","狙击手",0,0,0,0,1,1,"62","",1059860,"WATER_1","FIELD","20",50,40,40,70,40,70,"816#泪眼蜥#"
817,"变涩蜥","ジメレオン","Drizzile","","0.7","11.5","WATER","","DUAL_FOOTS_MONSTER","45","水蜥","激流","","狙击手",0,0,0,2,0,0,"147","",1059860,"WATER_1","FIELD","20",65,60,55,95,55,90,"817#变涩蜥#"
818,"千面避役","インテレオン","Inteleon","千面避役","1.9","45.2","WATER","","DUAL_FOOTS_MONSTER","45","特工","激流","","狙击手",0,0,0,0,0,3,"265","",1059860,"WATER_1","FIELD","20",70,85,65,125,65,120,"818#千面避役#千面避役#"
818,"千面避役","インテレオン","Inteleon","超极巨化的样子","40.0~??.?","???.?","WATER","","DUAL_FOOTS_MONSTER","45","特工","激流","","狙击手",0,0,0,0,0,3,"265","",1059860,"WATER_1","FIELD","20",70,85,65,125,65,120,"818#千面避役#超极巨化的样子#"
819,"贪心栗鼠","ホシガリス","Skwovet","","0.3","2.5","NORMAL","","DUAL_FOOTS_MONSTER","255","贪吃","颊囊","","贪吃鬼",1,0,0,0,0,0,"55","",1000000,"FIELD","","20",70,55,55,35,35,25,"819#贪心栗鼠#"
820,"藏饱栗鼠","ヨクバリス","Greedent","","0.6","6.0","NORMAL","","DUAL_FOOTS_MONSTER","90","贪欲","颊囊","","贪吃鬼",2,0,0,0,0,0,"161","",1000000,"FIELD","","20",120,95,95,55,75,20,"820#藏饱栗鼠#"
821,"稚山雀","ココガラ","Rookidee","","0.2","1.8","FLYING","","DUAL_WINGS","255","小鸟","锐利目光","紧张感","健壮胸肌",0,0,0,0,0,1,"49","",1059860,"FLYING","","15",38,47,35,33,35,57,"821#稚山雀#"
822,"蓝鸦","アオガラス","Corvisquire","","0.8","16.0","FLYING","","DUAL_WINGS","120","乌鸦","锐利目光","紧张感","健壮胸肌",0,0,0,0,0,2,"128","",1059860,"FLYING","","15",68,67,55,43,55,77,"822#蓝鸦#"
823,"钢铠鸦","アーマーガア","Corviknight","钢铠鸦","2.2","75.0","FLYING","STEEL","DUAL_WINGS","45","乌鸦","压迫感","紧张感","镜甲",0,0,3,0,0,0,"248","",1059860,"FLYING","","15",98,87,105,53,85,67,"823#钢铠鸦#钢铠鸦#"
823,"钢铠鸦","アーマーガア","Corviknight","超极巨化的样子","14.0~??.?","???.?","FLYING","STEEL","DUAL_WINGS","45","乌鸦","压迫感","紧张感","镜甲",0,0,3,0,0,0,"248","",1059860,"FLYING","","15",98,87,105,53,85,67,"823#钢铠鸦#超极巨化的样子#"
824,"索侦虫","サッチムシ","Blipbug","","0.4","8.0","BUG","","BUG","255","幼虫","虫之预感","复眼","心灵感应",0,0,0,0,1,0,"36","",1000000,"BUG","","15",25,20,20,25,45,45,"824#索侦虫#"
825,"天罩虫","レドームシ","Dottler","","0.4","19.5","BUG","PSYCHIC","BUG","120","天线罩","虫之预感","复眼","心灵感应",0,0,0,0,2,0,"117","",1000000,"BUG","","15",50,35,80,50,90,30,"825#天罩虫#"
826,"以欧路普","イオルブ","Orbeetle","以欧路普","0.4","40.8","BUG","PSYCHIC","DUAL_WINGS","45","七星","虫之预感","察觉","心灵感应",0,0,0,0,3,0,"253","",1000000,"BUG","","15",60,45,110,80,120,90,"826#以欧路普#以欧路普#"
826,"以欧路普","イオルブ","Orbeetle","超极巨化的样子","14.0~??.?","???.?","BUG","PSYCHIC","DUAL_WINGS","45","七星","虫之预感","察觉","心灵感应",0,0,0,0,3,0,"253","",1000000,"BUG","","15",60,45,110,80,120,90,"826#以欧路普#超极巨化的样子#"
827,"偷儿狐","クスネ","Nickit","","0.6","8.9","DARK","","QUADRUPLE_FOOTS_MONSTER","255","狐狸","逃跑","轻装","蹲守",0,0,0,0,1,0,"49","",800000,"FIELD","","15",40,28,28,47,52,50,"827#偷儿狐#"
828,"狐大盗","フォクスライ","Thievul","","1.2","19.9","DARK","","QUADRUPLE_FOOTS_MONSTER","127","狐狸","逃跑","轻装","蹲守",0,0,0,0,2,0,"159","",800000,"FIELD","","15",70,58,58,87,92,90,"828#狐大盗#"
829,"幼棉棉","ヒメンカ","Gossifleur","","0.4","2.2","GRASS","","PILLAR","190","花饰","棉絮","再生力","孢子",0,0,0,0,1,0,"50","",1000000,"GRASS","","20",40,40,60,40,60,10,"829#幼棉棉#"
830,"白蓬蓬","ワタシラガ","Eldegoss","","0.5","2.5","GRASS","","PILLAR","75","棉饰","棉絮","再生力","孢子",0,0,0,0,2,0,"161","",1000000,"GRASS","","20",60,50,90,80,120,60,"830#白蓬蓬#"
831,"毛辫羊","ウールー","Wooloo","","0.6","6.0","NORMAL","","UNKNOWN","255","绵羊","毛茸茸","逃跑","防弹",0,0,1,0,0,0,"122","",1000000,"FIELD","","15",42,40,55,40,45,48,"831#毛辫羊#"
832,"毛毛角羊","バイウールー","Dubwool","","1.3","43.0","NORMAL","","UNKNOWN","127","绵羊","毛茸茸","不屈之心","防弹",0,0,2,0,0,0,"172","",1000000,"FIELD","","15",72,80,100,60,90,88,"832#毛毛角羊#"
833,"咬咬龟","カムカメ","Chewtle","","0.3","8.5","WATER","","QUADRUPLE_FOOTS_MONSTER","255","咬住","强壮之颚","硬壳盔甲","悠游自如",0,1,0,0,0,0,"57","",1000000,"MONSTER","WATER_1","20",50,64,50,38,38,44,"833#咬咬龟#"
834,"暴噬龟","カジリガメ","Drednaw","暴噬龟","1.0","115.5","WATER","ROCK","QUADRUPLE_FOOTS_MONSTER","75","紧咬","强壮之颚","硬壳盔甲","悠游自如",0,2,0,0,0,0,"170","",1000000,"MONSTER","WATER_1","20",90,115,90,48,68,74,"834#暴噬龟#暴噬龟#"
834,"暴噬龟","カジリガメ","Drednaw","超极巨化的样子","24.0~??.?","???.?","WATER","ROCK","QUADRUPLE_FOOTS_MONSTER","75","紧咬","强壮之颚","硬壳盔甲","悠游自如",0,2,0,0,0,0,"170","",1000000,"MONSTER","WATER_1","20",90,115,90,48,68,74,"834#暴噬龟#超极巨化的样子#"
835,"来电汪","ワンパチ","Yamper","","0.3","13.5","ELECTRIC","","QUADRUPLE_FOOTS_MONSTER","255","小狗","捡球","","胆怯",1,0,0,0,0,0,"54","",800000,"FIELD","","20",59,45,50,40,50,26,"835#来电汪#"
836,"逐电犬","パルスワン","Boltund","","1.0","34.0","ELECTRIC","","QUADRUPLE_FOOTS_MONSTER","45","狗","强壮之颚","","好胜",0,0,0,0,0,2,"172","",800000,"FIELD","","20",69,90,60,90,60,121,"836#逐电犬#"
837,"小炭仔","タンドン","Rolycoly","","0.3","12.0","ROCK","","BALL","255","煤炭","蒸汽机","耐热","引火",0,0,1,0,0,0,"48","",1059860,"MINERAL","","15",30,40,50,40,50,30,"837#小炭仔#"
838,"大炭车","トロッゴン","Carkol","","1.1","78.0","ROCK","FIRE","DUAL_LEGS","120","煤炭","蒸汽机","火焰之躯","引火",0,0,2,0,0,0,"144","",1059860,"MINERAL","","15",80,60,90,60,70,50,"838#大炭车#"
839,"巨炭山","セキタンザン","Coalossal","巨炭山","2.8","310.5","ROCK","FIRE","HUMAN","45","煤炭","蒸汽机","火焰之躯","引火",0,0,3,0,0,0,"255","",1059860,"MINERAL","","15",110,80,120,80,90,30,"839#巨炭山#巨炭山#"
839,"巨炭山","セキタンザン","Coalossal","超极巨化的样子","42.0~??.?","???.?","ROCK","FIRE","HUMAN","45","煤炭","蒸汽机","火焰之躯","引火",0,0,3,0,0,0,"255","",1059860,"MINERAL","","15",110,80,120,80,90,30,"839#巨炭山#超极巨化的样子#"
840,"啃果虫","カジッチュ","Applin","","0.2","0.5","GRASS","DRAGON","SNAKE","255","苹果居","熟成","贪吃鬼","防弹",0,0,1,0,0,0,"52","",600000,"GRASS","DRAGON","20",40,40,80,40,40,20,"840#啃果虫#"
841,"苹裹龙","アップリュー","Flapple","苹裹龙","0.3","1.0","GRASS","DRAGON","DUAL_WINGS","45","苹果翅","熟成","贪吃鬼","活力",0,2,0,0,0,0,"170","",600000,"GRASS","DRAGON","20",70,110,80,95,60,70,"841#苹裹龙#苹裹龙#"
841,"苹裹龙","アップリュー","Flapple","超极巨化的样子","24.0~??.?","???.?","GRASS","DRAGON","DUAL_WINGS","45","苹果翅","熟成","贪吃鬼","活力",0,2,0,0,0,0,"170","",600000,"GRASS","DRAGON","20",70,110,80,95,60,70,"841#苹裹龙#超极巨化的样子#"
842,"丰蜜龙","タルップル","Appletun","丰蜜龙","0.4","13.0","GRASS","DRAGON","QUADRUPLE_FOOTS_MONSTER","45","苹果汁","熟成","贪吃鬼","厚脂肪",2,0,0,0,0,0,"170","",600000,"GRASS","DRAGON","20",110,85,80,100,80,30,"842#丰蜜龙#丰蜜龙#"
842,"丰蜜龙","タルップル","Appletun","超极巨化的样子","24.0~??.?","???.?","GRASS","DRAGON","QUADRUPLE_FOOTS_MONSTER","45","苹果汁","熟成","贪吃鬼","厚脂肪",2,0,0,0,0,0,"170","",600000,"GRASS","DRAGON","20",110,85,80,100,80,30,"842#丰蜜龙#超极巨化的样子#"
843,"沙包蛇","スナヘビ","Silicobra","","2.2","7.6","GROUND","","SNAKE","255","沙蛇","吐沙","蜕皮","沙隐",0,0,1,0,0,0,"63","",1000000,"FIELD","DRAGON","20",52,57,75,35,50,46,"843#沙包蛇#"
844,"沙螺蟒","サダイジャ","Sandaconda","沙螺蟒","3.8","65.5","GROUND","","SNAKE","120","沙蛇","吐沙","蜕皮","沙隐",0,0,2,0,0,0,"179","",1000000,"FIELD","DRAGON","20",72,107,125,65,70,71,"844#沙螺蟒#沙螺蟒#"
844,"沙螺蟒","サダイジャ","Sandaconda","超极巨化的样子","22.0~??.?","???.?","GROUND","","SNAKE","120","沙蛇","吐沙","蜕皮","沙隐",0,0,2,0,0,0,"179","",1000000,"FIELD","DRAGON","20",72,107,125,65,70,71,"844#沙螺蟒#超极巨化的样子#"
845,"古月鸟","ウッウ","Cramorant","古月鸟","0.8","18.0","FLYING","WATER","DUAL_WINGS","45","一口吞","一口导弹","","",0,0,0,0,2,0,"166","",1000000,"WATER_1","FLYING","20",70,85,55,85,95,85,"845#古月鸟#古月鸟#"
845,"古月鸟","ウッウ","Cramorant","一口吞的样子","0.8","18.0","FLYING","WATER","DUAL_WINGS","45","一口吞","一口导弹","","",0,0,0,0,2,0,"166","",1000000,"WATER_1","FLYING","20",70,85,55,85,95,85,"845#古月鸟#一口吞的样子#"
845,"古月鸟","ウッウ","Cramorant","大口吞的样子","0.8","18.0","FLYING","WATER","DUAL_WINGS","45","一口吞","一口导弹","","",0,0,0,0,2,0,"166","",1000000,"WATER_1","FLYING","20",70,85,55,85,95,85,"845#古月鸟#大口吞的样子#"
846,"刺梭鱼","サシカマス","Arrokuda","","0.5","1.0","WATER","","FISH","255","突击","悠游自如","","螺旋尾鳍",0,0,0,0,0,1,"56","",1250000,"WATER_2","","20",41,63,40,40,30,66,"846#刺梭鱼#"
847,"戽斗尖梭","カマスジョー","Barraskewda","","1.3","30.0","WATER","","FISH","60","穿刺","悠游自如","","螺旋尾鳍",0,0,0,0,0,2,"172","",1250000,"WATER_2","","20",61,123,60,60,50,136,"847#戽斗尖梭#"
848,"毒电婴","エレズン","Toxel","","0.4","11.0","ELECTRIC","POISON","DUAL_FOOTS_MONSTER","75","婴儿","胆怯","静电","笨拙",0,0,0,1,0,0,"48","",1059860,"UNDISCOVERED","","25",40,38,35,54,35,40,"848#毒电婴#"
849,"颤弦蝾螈","ストリンダー","Toxtricity","高调的样子","1.6","40.0","ELECTRIC","POISON","DUAL_FOOTS_MONSTER","45","庞克","庞克摇滚","正电","技术高手",0,0,0,2,0,0,"176","",1059860,"HUMAN_LIKE","","25",75,98,70,114,70,75,"849#颤弦蝾螈#高调的样子#"
849,"颤弦蝾螈","ストリンダー","Toxtricity","低调的样子","1.6","40.0","ELECTRIC","POISON","DUAL_FOOTS_MONSTER","45","庞克","庞克摇滚","负电","技术高手",0,0,0,2,0,0,"176","",1059860,"HUMAN_LIKE","","25",75,98,70,114,70,75,"849#颤弦蝾螈#低调的样子#"
849,"颤弦蝾螈","ストリンダー","Toxtricity","超极巨化的样子","24.0~??.?","???.?","ELECTRIC","POISON","DUAL_FOOTS_MONSTER","45","庞克","庞克摇滚","{{a|正电}}{{tt|*|高调的样子}}","技术高手",0,0,0,2,0,0,"176","",1059860,"HUMAN_LIKE","","25",75,98,70,114,70,75,"849#颤弦蝾螈#超极巨化的样子#"
850,"烧火蚣","ヤクデ","Sizzlipede","","0.7","1.0","FIRE","BUG","TENTACLE","190","发热","引火","白色烟雾","火焰之躯",0,1,0,0,0,0,"61","",1000000,"BUG","","20",50,65,45,50,50,45,"850#烧火蚣#"
851,"焚焰蚣","マルヤクデ","Centiskorch","焚焰蚣","3.0","120.0","FIRE","BUG","TENTACLE","75","发热","引火","白色烟雾","火焰之躯",0,2,0,0,0,0,"184","",1000000,"BUG","","20",100,115,65,90,90,65,"851#焚焰蚣#焚焰蚣#"
851,"焚焰蚣","マルヤクデ","Centiskorch","超极巨化的样子","75.0~??.?","???.?","FIRE","BUG","TENTACLE","75","发热","引火","白色烟雾","火焰之躯",0,2,0,0,0,0,"184","",1000000,"BUG","","20",100,115,65,90,90,65,"851#焚焰蚣#超极巨化的样子#"
852,"拳拳蛸","タタッコ","Clobbopus","","0.6","4.0","FIGHT","","TENTACLE","180","缠人","柔软","","技术高手",0,1,0,0,0,0,"62","",1059860,"WATER_1","HUMAN_LIKE","25",50,68,60,50,50,32,"852#拳拳蛸#"
853,"八爪武师","オトスパス","Grapploct","","1.6","39.0","FIGHT","","TENTACLE","45","柔术","柔软","","技术高手",0,2,0,0,0,0,"168","",1059860,"WATER_1","HUMAN_LIKE","25",80,118,90,70,80,42,"853#八爪武师#"
854,"来悲茶","ヤバチャ","Sinistea","","0.1","0.2","GHOST","","BALL","120","红茶","碎裂铠甲","","诅咒之躯",0,0,0,1,0,0,"62","",1000000,"MINERAL","AMORPHOUS","20",40,45,45,74,54,50,"854#来悲茶#"
855,"怖思壶","ポットデス","Polteageist","","0.2","0.4","GHOST","","BALL","60","红茶","碎裂铠甲","","诅咒之躯",0,0,0,2,0,0,"178","",1000000,"MINERAL","AMORPHOUS","20",60,65,65,134,114,70,"855#怖思壶#"
856,"迷布莉姆","ミブリム","Hatenna","","0.4","3.4","PSYCHIC","","DUAL_LEGS","235","宁静","治愈之心","危险预知","魔法镜",0,0,0,1,0,0,"53","",1250000,"FAIRY","","20",42,30,45,56,53,39,"856#迷布莉姆#"
857,"提布莉姆","テブリム","Hattrem","","0.6","4.8","PSYCHIC","","HUMAN","120","肃静","治愈之心","危险预知","魔法镜",0,0,0,2,0,0,"130","",1250000,"FAIRY","","20",57,40,65,86,73,49,"857#提布莉姆#"
858,"布莉姆温","ブリムオン","Hatterene","布莉姆温","2.1","5.1","PSYCHIC","FAIRY","PILLAR","45","寂静","治愈之心","危险预知","魔法镜",0,0,0,3,0,0,"255","",1250000,"FAIRY","","20",57,90,95,136,103,29,"858#布莉姆温#布莉姆温#"
858,"布莉姆温","ブリムオン","Hatterene","超极巨化的样子","36.0~??.?","???.?","PSYCHIC","FAIRY","PILLAR","45","寂静","治愈之心","危险预知","魔法镜",0,0,0,3,0,0,"255","",1250000,"FAIRY","","20",57,90,95,136,103,29,"858#布莉姆温#超极巨化的样子#"
859,"捣蛋小妖","ベロバー","Impidimp","","0.4","5.5","DARK","FAIRY","HUMAN","255","捉弄","恶作剧之心","察觉|abilityd=顺手牵羊","",0,0,0,1,0,0,"53","",1000000,"FAIRY","HUMAN_LIKE","20",45,45,30,55,40,50,"859#捣蛋小妖#"
860,"诈唬魔","ギモー","Morgrem","","0.8","12.5","DARK","FAIRY","HUMAN","120","坏心眼","恶作剧之心","察觉","顺手牵羊",0,0,0,2,0,0,"130","",1000000,"FAIRY","HUMAN_LIKE","20",65,60,45,75,55,70,"860#诈唬魔#"
861,"长毛巨魔","オーロンゲ","Grimmsnarl","长毛巨魔","1.5","61.0","DARK","FAIRY","HUMAN","45","健美","恶作剧之心","察觉","顺手牵羊",0,3,0,0,0,0,"255","",1000000,"FAIRY","HUMAN_LIKE","20",95,120,65,95,75,60,"861#长毛巨魔#长毛巨魔#"
861,"长毛巨魔","オーロンゲ","Grimmsnarl","超极巨化的样子","32.0~??.?","???.?","DARK","FAIRY","HUMAN","45","健美","恶作剧之心","察觉","顺手牵羊",0,3,0,0,0,0,"255","",1000000,"FAIRY","HUMAN_LIKE","20",95,120,65,95,75,60,"861#长毛巨魔#超极巨化的样子#"
862,"堵拦熊","タチフサグマ","Obstagoon","","1.6","46.0","DARK","NORMAL","DUAL_FOOTS_MONSTER","45","停止","舍身","毅力","不服输",0,0,3,0,0,0,"260","",1000000,"FIELD","","15",93,90,101,60,81,95,"862#堵拦熊#"
863,"喵头目","ニャイキング","Perrserker","","0.8","28.0","STEEL","","DUAL_FOOTS_MONSTER","90","维京","战斗盔甲","硬爪","钢之意志",0,2,0,0,0,0,"154","",1000000,"FIELD","","20",70,110,100,50,60,50,"863#喵头目#"
864,"魔灵珊瑚","サニゴーン","Cursola","","1.0","0.4","GHOST","","DUAL_HANDS","30","珊瑚","碎裂铠甲","","灭亡之躯",0,0,0,2,0,0,"179","",800000,"WATER_1","WATER_3","20",60,95,50,145,130,30,"864#魔灵珊瑚#"
865,"葱游兵","ネギガナイト","Sirfetch'd","","0.8","117.0","FIGHT","","DUAL_WINGS","45","黄嘴鸭","不屈之心","","胆量",0,2,0,0,0,0,"177","",1000000,"FLYING","FIELD","20",62,135,95,68,82,65,"865#葱游兵#"
866,"踏冰人偶","バリコオル","Mr. Rime","","1.5","58.2","ICE","PSYCHIC","HUMAN","45","喜剧演员","蹒跚","除障","冰冻之躯",0,0,0,3,0,0,"182","",1000000,"HUMAN_LIKE","","25",80,85,75,110,100,70,"866#踏冰人偶#"
867,"死神板","デスバーン","Runerigus","","1.6","66.6","GROUND","GHOST","PILLAR","90","怨念","游魂","","",0,0,2,0,0,0,"169","",1000000,"MINERAL","AMORPHOUS","25",58,95,145,50,105,30,"867#死神板#"
868,"小仙奶","マホミル","Milcery","","0.2","0.3","FAIRY","","BALL","200","鲜奶油","甜幕","","芳香幕",0,0,0,0,1,0,"54","",1000000,"FAIRY","AMORPHOUS","20",45,40,40,50,61,34,"868#小仙奶#"
